"","TIM_DAY","ITE_AUCTION_START_DATETIME","ITE_AUCTION_STOP_DATETIME","DEALER_TYPE_GROUP_DESC","OPERATION","TOTAL_AREA","COVERED_AREA","BEDROOMS","ROOMS","ITE_ITEM_ID","PROPERTY_TYPE","SIT_CURRENCY_ID","ITE_CURRENT_PRICE","PRECIO_LOCAL","ID Final","mes","tc_prom","geometry","dummy_dolar","precio_pesos","precio_dolares","pesosm2tot","dolaresm2tot","pesosm2_cub","dolaresm2_cub","fid","cod_ent","cod_loc","nombre","zona_venta","zona_alq","digitos_iguales","digitos_iguales_pesos","digitos_iguales_m2tot","borrar","ID FINAL","ID","desarrollo prioritario"
"1","2023-11-29T00:00:00Z","2022-08-11T10:07:08Z","2023-11-10T01:18:57Z","Inmobiliaria","Alquiler","48","46","1","2",NA,"Departamento","ARG","45000","45000","1302154907","2023-11","882.79","c(-58.5617392, -34.6051582)","FALSE","45000","50.97","937.5","1.06","978.26","1.11","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"2","2023-12-31T00:00:00Z","2022-08-11T10:07:08Z","2023-11-10T01:18:57Z","Inmobiliaria","Alquiler","48","46","1","2",NA,"Departamento","ARG","45000","45000","1302154907","2023-12","965.59","c(-58.5617392, -34.6051582)","FALSE","45000","46.6","937.5","0.97","978.26","1.01","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"3","2024-01-31T00:00:00Z","2022-08-11T00:00:00Z","2023-11-10T00:00:00Z","Inmobiliaria","Alquiler","48","46","1","2",NA,"Departamento","ARG","45000","45000","1302154907","2024-01","1153.54","c(-58.5617392, -34.6051582)","FALSE","45000","39.01","937.5","0.81","978.26","0.85","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"4","2023-11-29T00:00:00Z","2023-08-09T16:17:53Z","2024-02-05T00:00:00Z","Inmobiliaria","Alquiler","37","34","1","2",NA,"Departamento","ARG","170000","170000","1764670679","2023-11","882.79","c(-58.5657817, -34.6099965)","FALSE","170000","192.57","4594.59","5.2","5000","5.66","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"5","2023-12-13T00:00:00Z","2023-08-09T16:17:53Z","2024-02-05T00:00:00Z","Inmobiliaria","Alquiler","37","34","1","2",NA,"Departamento","ARG","180000","180000","1764670679","2023-12","965.59","c(-58.5657817, -34.6099965)","FALSE","180000","186.41","4864.86","5.04","5294.12","5.48","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"6","2023-11-29T00:00:00Z","2023-09-18T16:30:02Z","2023-12-29T21:08:13Z","Inmobiliaria","Alquiler","42","40","1","2",NA,"Departamento","ARG","120000","120000","1777402927","2023-11","882.79","c(-58.5918204, -34.6005889)","FALSE","120000","135.93","2857.14","3.24","3000","3.4","19","3","6840010","Ciudad Jardín Lomas del Palomar","Ciudad Jardín Lomas del Palomar","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"7","2023-12-31T00:00:00Z","2023-09-18T16:30:02Z","2024-01-07T09:25:08Z","Inmobiliaria","Alquiler","42","40","1","2",NA,"Departamento","ARG","120000","120000","1777402927","2023-12","965.59","c(-58.5918204, -34.6005889)","FALSE","120000","124.28","2857.14","2.96","3000","3.11","19","3","6840010","Ciudad Jardín Lomas del Palomar","Ciudad Jardín Lomas del Palomar","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"8","2024-01-06T00:00:00Z","2023-09-18T00:00:00Z","2024-01-07T00:00:00Z","Inmobiliaria","Alquiler","42","40","1","2",NA,"Departamento","ARG","120000","120000","1777402927","2024-01","1153.54","c(-58.5918204, -34.6005889)","FALSE","120000","104.03","2857.14","2.48","3000","2.6","19","3","6840010","Ciudad Jardín Lomas del Palomar","Ciudad Jardín Lomas del Palomar","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"9","2023-11-29T00:00:00Z","2023-09-27T17:10:25Z","2023-12-26T00:00:00Z","Inmobiliaria","Alquiler","38","36","1","2",NA,"Departamento","ARG","170000","170000","1780574971","2023-11","882.79","c(-58.567538, -34.5948896)","FALSE","170000","192.57","4473.68","5.07","4722.22","5.35","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"10","2023-12-04T00:00:00Z","2023-09-27T17:10:25Z","2023-12-26T00:00:00Z","Inmobiliaria","Alquiler","38","36","1","2",NA,"Departamento","ARG","170000","170000","1780574971","2023-12","965.59","c(-58.567538, -34.5948896)","FALSE","170000","176.06","4473.68","4.63","4722.22","4.89","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"11","2023-11-29T00:00:00Z","2023-10-12T16:25:20Z","2024-01-10T00:00:00Z","Inmobiliaria","Alquiler","36","34","1","2",NA,"Departamento","ARG","150000","150000","1784436887","2023-11","882.79","c(-58.5852695, -34.5800146)","FALSE","150000","169.92","4166.67","4.72","4411.76","5","22","14","6840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"12","2023-12-31T00:00:00Z","2023-10-12T16:25:20Z","2024-01-10T00:00:00Z","Inmobiliaria","Alquiler","36","34","1","2",NA,"Departamento","ARG","150000","150000","1784436887","2023-12","965.59","c(-58.5852695, -34.5800146)","FALSE","150000","155.35","4166.67","4.32","4411.76","4.57","22","14","6840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"13","2024-01-08T00:00:00Z","2023-10-12T00:00:00Z","2024-01-10T00:00:00Z","Inmobiliaria","Alquiler","36","34","1","2",NA,"Departamento","ARG","150000","150000","1784436887","2024-01","1153.54","c(-58.5852695, -34.5800146)","FALSE","150000","130.03","4166.67","3.61","4411.76","3.82","22","14","6840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"14","2023-11-29T00:00:00Z","2023-10-24T15:24:42Z","2024-01-22T00:00:00Z","Inmobiliaria","Alquiler","25","25","1","0",NA,"Departamento","ARG","120000","120000","1786732139","2023-11","882.79","c(-58.6019014, -34.5635811)","FALSE","120000","135.93","4800","5.44","4800","5.44","26","7","6840010","Loma Hermosa","Norte","Norte","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"15","2023-12-14T00:00:00Z","2023-10-24T15:24:42Z","2024-01-22T00:00:00Z","Inmobiliaria","Alquiler","25","25","1","0",NA,"Departamento","ARG","120000","120000","1786732139","2023-12","965.59","c(-58.6019014, -34.5635811)","FALSE","120000","124.28","4800","4.97","4800","4.97","26","7","6840010","Loma Hermosa","Norte","Norte","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"16","2023-11-20T00:00:00Z","2023-11-07T15:13:59Z","2024-02-08T13:50:48Z","Inmobiliaria","Alquiler","35","30","1","2",NA,"Departamento","ARG","110000","110000","1789798835","2023-11","882.79","c(-58.5749956, -34.5983641)","FALSE","110000","124.6","3142.86","3.56","3666.67","4.15","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"17","2024-01-31T00:00:00Z","2023-11-07T00:00:00Z","2024-02-25T00:00:00Z","Inmobiliaria","Alquiler","35","30","1","2",NA,"Departamento","ARG","160000","160000","1789798835","2024-01","1153.54","c(-58.5749956, -34.5983641)","FALSE","160000","138.7","4571.43","3.96","5333.33","4.62","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"18","2024-02-20T00:00:00Z","2023-11-07 15:13:59","2024-02-28 1:46:29","Inmobiliaria","Alquiler","35","30","1","2",NA,"Departamento","ARG","160000","160000","1789798835","2024-02","1128.8","c(-58.5749956, -34.5983641)","FALSE","160000","141.74","4571.43","4.05","5333.33","4.72","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"19","2023-11-29T00:00:00Z","2023-11-09T18:06:27Z","2024-02-20T00:00:00Z","Inmobiliaria","Alquiler","38","38","1","2",NA,"Departamento","ARG","150000","150000","1790427123","2023-11","882.79","c(-58.5645023, -34.6089835)","FALSE","150000","169.92","3947.37","4.47","3947.37","4.47","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"20","2023-12-03T00:00:00Z","2023-11-09T18:06:27Z","2024-02-20T00:00:00Z","Inmobiliaria","Alquiler","38","38","1","2",NA,"Departamento","ARG","150000","150000","1790427123","2023-12","965.59","c(-58.5645023, -34.6089835)","FALSE","150000","155.35","3947.37","4.09","3947.37","4.09","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"21","2023-11-29T00:00:00Z","2023-11-13T16:06:38Z","2024-02-11T00:00:00Z","Inmobiliaria","Alquiler","34","31","0","1",NA,"Departamento","ARG","180000","180000","1791114815","2023-11","882.79","c(-58.578777, -34.587841)","FALSE","180000","203.9","5294.12","6","5806.45","6.58","22","14","6840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"22","2023-12-14T00:00:00Z","2023-11-13T16:06:38Z","2024-02-11T00:00:00Z","Inmobiliaria","Alquiler","34","31","0","1",NA,"Departamento","ARG","180000","180000","1791114815","2023-12","965.59","c(-58.578777, -34.587841)","FALSE","180000","186.41","5294.12","5.48","5806.45","6.01","22","14","6840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"23","2023-11-29T00:00:00Z","2023-11-15T16:28:03Z","2024-02-13T00:00:00Z","Inmobiliaria","Alquiler","40","40","1","2",NA,"Departamento","ARG","144000","144000","1791755087","2023-11","882.79","c(-58.5327672, -34.6146638)","FALSE","144000","163.12","3600","4.08","3600","4.08","17","6","6840010","José Ingenieros","José Ingenieros","Sur","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"24","2023-12-11T00:00:00Z","2023-11-15T16:28:03Z","2024-02-13T14:20:53Z","Inmobiliaria","Alquiler","40","40","1","2",NA,"Departamento","ARG","164000","164000","1791755087","2023-12","965.59","c(-58.5327672, -34.6146638)","FALSE","164000","169.84","4100","4.25","4100","4.25","17","6","6840010","José Ingenieros","José Ingenieros","Sur","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"25","2024-03-30T00:00:00Z","2023-11-19 14:23:15","2024-05-19 05:25:37","Inmobiliaria","Alquiler","75","36","1","2",NA,"Departamento","ARG","250000","250000","1792517475","2024-03","1019.49","c(-58.5614138, -34.6022208)","FALSE","250000","245.22","3333.33","3.27","6944.44","6.81","18","01","06840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,"DP"
"26","2024-04-15T00:00:00Z","2023-11-19 14:23:15","2024-05-19 05:25:37","Inmobiliaria","Alquiler","75","36","1","2",NA,"Departamento","ARG","250000","250000","1792517475","2024-04","1035.92","c(-58.5614138, -34.6022208)","FALSE","250000","241.33","3333.33","3.22","6944.44","6.7","18","01","06840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,"DP"
"27","2023-11-29T00:00:00Z","2023-11-21T17:28:43Z","2024-02-19T00:00:00Z","Inmobiliaria","Alquiler","48","44","1","2",NA,"Departamento","ARG","250000","250000","1792954607","2023-11","882.79","c(-58.558206, -34.607941)","FALSE","250000","283.19","5208.33","5.9","5681.82","6.44","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"28","2023-12-25T00:00:00Z","2023-11-21T17:28:43Z","2024-02-19T00:00:00Z","Inmobiliaria","Alquiler","48","44","1","2",NA,"Departamento","ARG","250000","250000","1792954607","2023-12","965.59","c(-58.558206, -34.607941)","FALSE","250000","258.91","5208.33","5.39","5681.82","5.88","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"29","2023-11-29T00:00:00Z","2023-11-21T17:55:48Z","2024-02-19T00:00:00Z","Inmobiliaria","Alquiler","36","34","1","2",NA,"Departamento","ARG","220000","220000","1792955591","2023-11","882.79","c(-58.571368, -34.591783)","FALSE","220000","249.21","6111.11","6.92","6470.59","7.33","22","14","6840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"30","2023-12-31T00:00:00Z","2023-11-21T17:55:48Z","2024-02-19T00:00:00Z","Inmobiliaria","Alquiler","36","34","1","2",NA,"Departamento","ARG","275000","275000","1792955591","2023-12","965.59","c(-58.571368, -34.591783)","FALSE","275000","284.8","7638.89","7.91","8088.24","8.38","22","14","6840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"31","2024-01-31T00:00:00Z","2023-11-21T00:00:00Z","2024-02-19T00:00:00Z","Inmobiliaria","Alquiler","36","34","1","2",NA,"Departamento","ARG","300000","300000","1792955591","2024-01","1153.54","c(-58.571368, -34.591783)","FALSE","300000","260.07","8333.33","7.22","8823.53","7.65","22","14","6840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"32","2024-02-17T00:00:00Z","2023-11-21 17:55:48","2024-02-19 0:00:00","Inmobiliaria","Alquiler","36","34","1","2",NA,"Departamento","ARG","300000","300000","1792955591","2024-02","1128.8","c(-58.571368, -34.591783)","FALSE","300000","265.77","8333.33","7.38","8823.53","7.82","22","14","6840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"33","2023-11-29T00:00:00Z","2023-11-22T18:24:44Z","2023-12-22T00:00:00Z","Fsbo","Alquiler","60","60","2","3",NA,"Departamento","ARG","260000","260000","1793215923","2023-11","882.79","c(-58.5489794, -34.5977863)","FALSE","260000","294.52","4333.33","4.91","4333.33","4.91","21","13","6840010","Santos Lugares","Santos Lugares","General Paz","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"34","2023-12-04T00:00:00Z","2023-11-22T18:24:44Z","2023-12-22T00:00:00Z","Fsbo","Alquiler","60","60","2","3",NA,"Departamento","ARG","260000","260000","1793215923","2023-12","965.59","c(-58.5489794, -34.5977863)","FALSE","260000","269.27","4333.33","4.49","4333.33","4.49","21","13","6840010","Santos Lugares","Santos Lugares","General Paz","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"35","2023-11-29T00:00:00Z","2023-11-22T16:52:49Z","2024-02-20T00:00:00Z","Inmobiliaria","Alquiler","110","110","3","4",NA,"Casa","ARG","500000","500000","1793264683","2023-11","882.79","c(-58.568129, -34.6068103)","FALSE","500000","566.39","4545.45","5.15","4545.45","5.15","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"36","2023-12-10T00:00:00Z","2023-11-22T16:52:49Z","2024-02-20T00:00:00Z","Inmobiliaria","Alquiler","110","110","3","4",NA,"Casa","ARG","500000","500000","1793264683","2023-12","965.59","c(-58.568129, -34.6068103)","FALSE","500000","517.82","4545.45","4.71","4545.45","4.71","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"37","2023-11-29T00:00:00Z","2023-11-22T15:22:03Z","2024-02-20T00:00:00Z","Inmobiliaria","Alquiler","60","60","2","3",NA,"Casa","ARG","200000","200000","1793282235","2023-11","882.79","c(-58.5734003, -34.6118671)","FALSE","200000","226.55","3333.33","3.78","3333.33","3.78","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"38","2023-12-05T00:00:00Z","2023-11-22T15:22:03Z","2024-02-20T00:00:00Z","Inmobiliaria","Alquiler","60","60","2","3",NA,"Casa","ARG","200000","200000","1793282235","2023-12","965.59","c(-58.5734003, -34.6118671)","FALSE","200000","207.13","3333.33","3.45","3333.33","3.45","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"39","2023-11-29T00:00:00Z","2023-11-23T16:02:59Z","2023-12-23T00:00:00Z","Fsbo","Alquiler","30","30","0","1",NA,"Departamento","ARG","95000","95000","1793541127","2023-11","882.79","c(-58.5867194, -34.5788906)","FALSE","95000","107.61","3166.67","3.59","3166.67","3.59","22","14","6840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"40","2023-12-21T00:00:00Z","2023-11-23T16:02:59Z","2023-12-23T00:00:00Z","Fsbo","Alquiler","30","30","0","1",NA,"Departamento","ARG","95000","95000","1793541127","2023-12","965.59","c(-58.5867194, -34.5788906)","FALSE","95000","98.39","3166.67","3.28","3166.67","3.28","22","14","6840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"41","2023-11-29T00:00:00Z","2023-11-24T15:13:31Z","2024-02-22T00:00:00Z","Inmobiliaria","Alquiler","45","45","1","2",NA,"Departamento","ARG","200000","200000","1793644819","2023-11","882.79","c(-58.5475589, -34.5954675)","FALSE","200000","226.55","4444.44","5.03","4444.44","5.03","21","13","6840010","Santos Lugares","Santos Lugares","General Paz","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"42","2023-12-06T00:00:00Z","2023-11-24T15:13:31Z","2024-02-22T00:00:00Z","Inmobiliaria","Alquiler","45","45","1","2",NA,"Departamento","ARG","200000","200000","1793644819","2023-12","965.59","c(-58.5475589, -34.5954675)","FALSE","200000","207.13","4444.44","4.6","4444.44","4.6","21","13","6840010","Santos Lugares","Santos Lugares","General Paz","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"43","2023-11-29T00:00:00Z","2023-11-27T17:14:06Z","2024-02-25T00:00:00Z","Inmobiliaria","Alquiler","39","36","0","1",NA,"Departamento","ARG","165000","165000","1794146403","2023-11","882.79","c(-58.5582342, -34.608044)","FALSE","165000","186.91","4230.77","4.79","4583.33","5.19","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"44","2023-12-10T00:00:00Z","2023-11-27T17:14:06Z","2024-02-25T00:00:00Z","Inmobiliaria","Alquiler","39","36","0","1",NA,"Departamento","ARG","165000","165000","1794146403","2023-12","965.59","c(-58.5582342, -34.608044)","FALSE","165000","170.88","4230.77","4.38","4583.33","4.75","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"45","2023-11-29T00:00:00Z","2023-11-27T14:41:02Z","2024-02-25T00:00:00Z","Inmobiliaria","Alquiler","50","50","1","2",NA,"Departamento","ARG","140000","140000","1794161411","2023-11","882.79","c(-58.5522499, -34.6358109)","FALSE","140000","158.59","2800","3.17","2800","3.17","30","4","6840010","Ciudadela","Ciudadela","Sur","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"46","2023-12-31T00:00:00Z","2023-11-27T14:41:02Z","2024-02-26T09:37:45Z","Inmobiliaria","Alquiler","50","50","1","2",NA,"Departamento","ARG","140000","140000","1794161411","2023-12","965.59","c(-58.5522499, -34.6358109)","FALSE","140000","144.99","2800","2.9","2800","2.9","30","4","6840010","Ciudadela","Ciudadela","Sur","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"47","2024-01-08T00:00:00Z","2023-11-27T00:00:00Z","2024-02-26T00:00:00Z","Inmobiliaria","Alquiler","50","50","1","2",NA,"Departamento","ARG","140000","140000","1794161411","2024-01","1153.54","c(-58.5522499, -34.6358109)","FALSE","140000","121.37","2800","2.43","2800","2.43","30","4","6840010","Ciudadela","Ciudadela","Sur","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"48","2023-11-29T00:00:00Z","2023-11-27T18:58:27Z","2024-02-25T00:00:00Z","Inmobiliaria","Alquiler","60","57","2","3",NA,"Departamento","ARG","200000","200000","1794278811","2023-11","882.79","c(-58.5891981, -34.5981739)","FALSE","200000","226.55","3333.33","3.78","3508.77","3.97","19","3","6840010","Ciudad Jardín Lomas del Palomar","Ciudad Jardín Lomas del Palomar","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"49","2023-12-03T00:00:00Z","2023-11-27T18:58:27Z","2024-02-25T00:00:00Z","Inmobiliaria","Alquiler","60","57","2","3",NA,"Departamento","ARG","200000","200000","1794278811","2023-12","965.59","c(-58.5891981, -34.5981739)","FALSE","200000","207.13","3333.33","3.45","3508.77","3.63","19","3","6840010","Ciudad Jardín Lomas del Palomar","Ciudad Jardín Lomas del Palomar","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"50","2023-11-29T00:00:00Z","2023-11-28T09:22:15Z","2024-02-26T00:00:00Z","Inmobiliaria","Alquiler","60","57","2","3",NA,"Departamento","ARG","200000","200000","1794385851","2023-11","882.79","c(-58.5891981, -34.5981739)","FALSE","200000","226.55","3333.33","3.78","3508.77","3.97","19","3","6840010","Ciudad Jardín Lomas del Palomar","Ciudad Jardín Lomas del Palomar","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"51","2023-12-03T00:00:00Z","2023-11-28T09:22:15Z","2024-02-26T00:00:00Z","Inmobiliaria","Alquiler","60","57","2","3",NA,"Departamento","ARG","200000","200000","1794385851","2023-12","965.59","c(-58.5891981, -34.5981739)","FALSE","200000","207.13","3333.33","3.45","3508.77","3.63","19","3","6840010","Ciudad Jardín Lomas del Palomar","Ciudad Jardín Lomas del Palomar","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"52","2023-11-29T00:00:00Z","2023-11-28T16:15:03Z","2024-02-26T00:00:00Z","Inmobiliaria","Alquiler","30","30","1","2",NA,"Departamento","ARG","160000","160000","1794456295","2023-11","882.79","c(-58.5426124, -34.6412898)","FALSE","160000","181.24","5333.33","6.04","5333.33","6.04","30","4","6840010","Ciudadela","Ciudadela","Sur","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"53","2023-12-11T00:00:00Z","2023-11-28T16:15:03Z","2024-02-26T00:00:00Z","Inmobiliaria","Alquiler","30","30","1","2",NA,"Departamento","ARG","160000","160000","1794456295","2023-12","965.59","c(-58.5426124, -34.6412898)","FALSE","160000","165.7","5333.33","5.52","5333.33","5.52","30","4","6840010","Ciudadela","Ciudadela","Sur","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"54","2023-11-29T00:00:00Z","2023-11-28T18:29:57Z","2024-02-26T00:00:00Z","Inmobiliaria","Alquiler","35","35","1","2",NA,"Departamento","ARG","110000","110000","1794463247","2023-11","882.79","c(-58.5617216, -34.6028641)","FALSE","110000","124.6","3142.86","3.56","3142.86","3.56","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"55","2023-12-01T00:00:00Z","2023-11-28T18:29:57Z","2024-02-26T00:00:00Z","Inmobiliaria","Alquiler","35","35","1","2",NA,"Departamento","ARG","110000","110000","1794463247","2023-12","965.59","c(-58.5617216, -34.6028641)","FALSE","110000","113.92","3142.86","3.25","3142.86","3.25","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"56","2023-12-31T00:00:00Z","2023-12-02T10:59:09Z","2024-03-01T00:00:00Z","Inmobiliaria","Alquiler","45","40","1","2",NA,"Departamento","ARG","230000","230000","1795565599","2023-12","965.59","c(-58.5654654, -34.5889604)","FALSE","230000","238.2","5111.11","5.29","5750","5.96","22","14","6840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"57","2024-01-12T00:00:00Z","2023-12-02T00:00:00Z","2024-03-01T00:00:00Z","Inmobiliaria","Alquiler","45","40","1","2",NA,"Departamento","ARG","215000","215000","1795565599","2024-01","1153.54","c(-58.5654654, -34.5889604)","FALSE","215000","186.38","4777.78","4.14","5375","4.66","22","14","6840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"58","2023-12-31T00:00:00Z","2023-12-05T08:33:27Z","2024-01-04T00:00:00Z","Fsbo","Alquiler","110","80","2",NA,NA,"Casa","ARG","330000","330000","1796131679","2023-12","965.59","c(-58.5835882, -34.5894623)","FALSE","330000","341.76","3000","3.11","4125","4.27","20","8","6840010","Martín Coronado","Martín Coronado","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"59","2024-01-02T00:00:00Z","2023-12-05T00:00:00Z","2024-01-04T00:00:00Z","Fsbo","Alquiler","110","80","2",NA,NA,"Casa","ARG","330000","330000","1796131679","2024-01","1153.54","c(-58.5835882, -34.5894623)","FALSE","330000","286.08","3000","2.6","4125","3.58","20","8","6840010","Martín Coronado","Martín Coronado","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"60","2023-12-31T00:00:00Z","2023-12-12T12:16:01Z","2024-01-11T00:00:14Z","Fsbo","Alquiler","45","40","1","2",NA,"Departamento","ARG","180000","180000","1797546863","2023-12","965.59","c(-58.564372, -34.6167537)","FALSE","180000","186.41","4000","4.14","4500","4.66","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"61","2024-01-09T00:00:00Z","2023-12-12T00:00:00Z","2024-01-11T00:00:00Z","Fsbo","Alquiler","45","40","1","2",NA,"Departamento","ARG","190000","190000","1797546863","2024-01","1153.54","c(-58.564372, -34.6167537)","FALSE","190000","164.71","4222.22","3.66","4750","4.12","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"62","2023-12-31T00:00:00Z","2023-12-14T10:01:23Z","2024-03-13T00:00:00Z","Inmobiliaria","Alquiler","60","60","1","2",NA,"Departamento","ARG","250000","250000","1797839743","2023-12","965.59","c(-58.5639385, -34.6068805)","FALSE","250000","258.91","4166.67","4.32","4166.67","4.32","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"63","2024-01-31T00:00:00Z","2023-12-14T00:00:00Z","2024-03-13T00:00:00Z","Inmobiliaria","Alquiler","60","60","1","2",NA,"Departamento","ARG","250000","250000","1797839743","2024-01","1153.54","c(-58.5639385, -34.6068805)","FALSE","250000","216.72","4166.67","3.61","4166.67","3.61","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"64","2024-02-29T00:00:00Z","2023-12-14T10:01:23,262","2024-03-13 0:00:00","Inmobiliaria","Alquiler","60","60","1","2",NA,"Departamento","ARG","250000","250000","1797839743","2024-02","1128.8","c(-58.5639385, -34.6068805)","FALSE","250000","221.47","4166.67","3.69","4166.67","3.69","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"65","2024-03-11T00:00:00Z","2023-12-14 10:01:23.262","2024-03-13 00:00:00","Inmobiliaria","Alquiler","60","60","1","2",NA,"Departamento","ARG","230000","230000","1797839743","2024-03","1019.49","c(-58.5639385, -34.6068805)","FALSE","230000","225.6","3833.33","3.76","3833.33","3.76","18","01","06840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,"DP"
"66","2023-12-31T00:00:00Z","2023-12-14T10:13:14Z","2024-01-13T00:00:00Z","Fsbo","Alquiler","45","45","1","2",NA,"Departamento","ARG","210000","210000","1797893155","2023-12","965.59","c(-58.5598015, -34.6229045)","FALSE","210000","217.48","4666.67","4.83","4666.67","4.83","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
