"","TIM_DAY","ITE_AUCTION_START_DATETIME","ITE_AUCTION_STOP_DATETIME","DEALER_TYPE_GROUP_DESC","OPERATION","TOTAL_AREA","COVERED_AREA","BEDROOMS","ROOMS","ITE_ITEM_ID","PROPERTY_TYPE","SIT_CURRENCY_ID","ITE_CURRENT_PRICE","PRECIO_LOCAL","ID Final","mes","tc_prom","geometry","dummy_dolar","precio_pesos","precio_dolares","pesosm2tot","dolaresm2tot","pesosm2_cub","dolaresm2_cub","fid","cod_ent","cod_loc","nombre","zona_venta","zona_alq","digitos_iguales","digitos_iguales_pesos","digitos_iguales_m2tot","borrar","ID FINAL","ID","desarrollo prioritario"
"690","2024-04-29T00:00:00Z","2024-04-22 14:20:27","2024-07-21 00:00:00","Inmobiliaria","Alquiler","45","40","1","2",NA,"Departamento","ARG","200000","200000","1845903351","2024-04","1035.92","c(-58.590169, -34.588327)","FALSE","200000","193.07","4444.44","4.29","5000","4.83","20","08","06840010","Martín Coronado","Martín Coronado","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,"DP"
"691","2024-05-20T00:00:00Z","2024-04-22T14:20:27Z","2024-07-21T00:00:00Z","Inmobiliaria","Alquiler","45","40","1","2",NA,"Departamento","ARG","200000","200000","1845903351","2024-05","1184.43","c(-58.590169, -34.588327)","FALSE","200000","168.86","4444.44","3.75","5000","4.22","20","08","06840010","Martín Coronado","Martín Coronado","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,"DP"
"692","2024-04-29T00:00:00Z","2024-04-22 17:40:13","2024-07-21 00:00:00","Inmobiliaria","Alquiler","29","29","0","1",NA,"Departamento","ARG","180000","180000","1845968099","2024-04","1035.92","c(-58.5642222, -34.6067773)","FALSE","180000","173.76","6206.9","5.99","6206.9","5.99","18","01","06840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,"DP"
"693","2024-05-03T00:00:00Z","2024-04-22T17:40:13Z","2024-07-21T00:00:00Z","Inmobiliaria","Alquiler","29","29","0","1",NA,"Departamento","ARG","180000","180000","1845968099","2024-05","1184.43","c(-58.5642222, -34.6067773)","FALSE","180000","151.97","6206.9","5.24","6206.9","5.24","18","01","06840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,"DP"
"694","2024-04-29T00:00:00Z","2024-04-22 13:10:15","2024-07-21 00:00:00","Inmobiliaria","Alquiler","36","34","0","1",NA,"Departamento","ARG","200000","200000","1845976107","2024-04","1035.92","c(-58.593919, -34.583935)","FALSE","200000","193.07","5555.56","5.36","5882.35","5.68","20","08","06840010","Martín Coronado","Martín Coronado","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"695","2024-05-30T00:00:00Z","2024-04-22T13:10:15Z","2024-07-21T00:00:00Z","Inmobiliaria","Alquiler","36","34","0","1",NA,"Departamento","ARG","200000","200000","1845976107","2024-05","1184.43","c(-58.593919, -34.583935)","FALSE","200000","168.86","5555.56","4.69","5882.35","4.97","20","08","06840010","Martín Coronado","Martín Coronado","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"696","2024-04-29T00:00:00Z","2024-04-23 14:18:44","2024-07-22 00:00:00","Inmobiliaria","Alquiler","33","31","1","1",NA,"Departamento","ARG","190000","190000","1846169671","2024-04","1035.92","c(-58.5611734, -34.6014)","FALSE","190000","183.41","5757.58","5.56","6129.03","5.92","18","01","06840010","Caseros","Caseros","Caseros","FALSE","FALSE","TRUE","FALSE",NA,NA,"DP"
"697","2024-05-26T00:00:00Z","2024-04-23T14:18:44Z","2024-07-22T00:00:00Z","Inmobiliaria","Alquiler","33","31","1","1",NA,"Departamento","ARG","190000","190000","1846169671","2024-05","1184.43","c(-58.5611734, -34.6014)","FALSE","190000","160.41","5757.58","4.86","6129.03","5.17","18","01","06840010","Caseros","Caseros","Caseros","FALSE","FALSE","TRUE","FALSE",NA,NA,"DP"
"698","2024-04-29T00:00:00Z","2024-04-23 15:45:04","2024-07-22 00:00:00","Inmobiliaria","Alquiler","40","40","1","2",NA,"Departamento","ARG","220000","220000","1846203303","2024-04","1035.92","c(-58.5693647, -34.5927147)","FALSE","220000","212.37","5500","5.31","5500","5.31","22","14","06840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"699","2024-05-30T00:00:00Z","2024-04-23T15:45:04Z","2024-07-22T00:00:00Z","Inmobiliaria","Alquiler","40","40","1","2",NA,"Departamento","ARG","230000","230000","1846203303","2024-05","1184.43","c(-58.5693647, -34.5927147)","FALSE","230000","194.19","5750","4.85","5750","4.85","22","14","06840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"700","2024-04-29T00:00:00Z","2024-04-24 11:09:49","2024-07-23 00:00:00","Inmobiliaria","Alquiler","33","29","0","1",NA,"Departamento","ARG","200000","200000","1846394479","2024-04","1035.92","c(-58.5590846, -34.6014685)","FALSE","200000","193.07","6060.61","5.85","6896.55","6.66","18","01","06840010","Caseros","Caseros","Caseros","FALSE","FALSE","TRUE","FALSE",NA,NA,"DP"
"701","2024-05-30T00:00:00Z","2024-04-24T11:09:49Z","2024-07-23T00:00:00Z","Inmobiliaria","Alquiler","33","29","0","1",NA,"Departamento","ARG","200000","200000","1846394479","2024-05","1184.43","c(-58.5590846, -34.6014685)","FALSE","200000","168.86","6060.61","5.12","6896.55","5.82","18","01","06840010","Caseros","Caseros","Caseros","FALSE","FALSE","TRUE","FALSE",NA,NA,"DP"
"702","2024-04-29T00:00:00Z","2024-04-24 14:15:05","2024-07-23 00:00:00","Inmobiliaria","Alquiler","85","65","2","3",NA,"Departamento","ARG","275000","275000","1846466743","2024-04","1035.92","c(-58.5504778, -34.6312577)","FALSE","275000","265.46","3235.29","3.12","4230.77","4.08","30","04","06840010","Ciudadela","Ciudadela","Sur","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"703","2024-05-08T00:00:00Z","2024-04-24T14:15:05Z","2024-07-23T00:00:00Z","Inmobiliaria","Alquiler","85","65","2","3",NA,"Departamento","ARG","275000","275000","1846466743","2024-05","1184.43","c(-58.5504778, -34.6312577)","FALSE","275000","232.18","3235.29","2.73","4230.77","3.57","30","04","06840010","Ciudadela","Ciudadela","Sur","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"704","2024-04-29T00:00:00Z","2024-04-24 11:16:57","2024-05-24 00:00:00","Fsbo","Alquiler","80","70","2",NA,NA,"Casa","ARG","360000","360000","1846472615","2024-04","1035.92","c(-58.5627384, -34.6225022)","FALSE","360000","347.52","4500","4.34","5142.86","4.96","18","01","06840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"705","2024-05-10T00:00:00Z","2024-04-24T11:16:57Z","2024-05-24T00:00:00Z","Fsbo","Alquiler","80","70","2",NA,NA,"Casa","ARG","350000","350000","1846472615","2024-05","1184.43","c(-58.5627384, -34.6225022)","FALSE","350000","295.5","4375","3.69","5000","4.22","18","01","06840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"706","2024-04-29T00:00:00Z","2024-04-25 11:04:29","2024-07-24 00:00:00","Inmobiliaria","Alquiler","50","45","1","2",NA,"Departamento","ARG","250000","250000","1846697179","2024-04","1035.92","c(-58.589627, -34.6053418)","FALSE","250000","241.33","5000","4.83","5555.56","5.36","19","03","06840010","Ciudad Jardín Lomas del Palomar","Ciudad Jardín Lomas del Palomar","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"707","2024-05-30T00:00:00Z","2024-04-25T11:04:29Z","2024-07-24T00:00:00Z","Inmobiliaria","Alquiler","50","45","1","2",NA,"Departamento","ARG","250000","250000","1846697179","2024-05","1184.43","c(-58.589627, -34.6053418)","FALSE","250000","211.07","5000","4.22","5555.56","4.69","19","03","06840010","Ciudad Jardín Lomas del Palomar","Ciudad Jardín Lomas del Palomar","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"708","2024-04-29T00:00:00Z","2024-04-25 11:18:17","2024-07-24 00:00:00","Inmobiliaria","Alquiler","41","37","1","2",NA,"Departamento","ARG","250000","250000","1846724379","2024-04","1035.92","c(-58.5791176, -34.5848458)","FALSE","250000","241.33","6097.56","5.89","6756.76","6.52","22","14","06840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"709","2024-05-21T00:00:00Z","2024-04-25T11:18:17Z","2024-07-24T00:00:00Z","Inmobiliaria","Alquiler","41","37","1","2",NA,"Departamento","ARG","250000","250000","1846724379","2024-05","1184.43","c(-58.5791176, -34.5848458)","FALSE","250000","211.07","6097.56","5.15","6756.76","5.7","22","14","06840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"710","2024-04-29T00:00:00Z","2024-04-26 11:47:42","2024-05-26 00:00:00","Fsbo","Alquiler","40","35","1","2",NA,"Departamento","ARG","210000","210000","1847101647","2024-04","1035.92","c(-58.5835769, -34.5914807)","FALSE","210000","202.72","5250","5.07","6000","5.79","20","08","06840010","Martín Coronado","Martín Coronado","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"711","2024-05-04T00:00:00Z","2024-04-26T11:47:42Z","2024-05-26T00:00:00Z","Fsbo","Alquiler","40","35","1","2",NA,"Departamento","ARG","190000","190000","1847101647","2024-05","1184.43","c(-58.5835769, -34.5914807)","FALSE","190000","160.41","4750","4.01","5428.57","4.58","20","08","06840010","Martín Coronado","Martín Coronado","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"712","2024-04-29T00:00:00Z","2024-04-29 09:54:36","2024-07-28 00:00:00","Inmobiliaria","Alquiler","32","29","0","1",NA,"Departamento","ARG","175000","175000","1847795243","2024-04","1035.92","c(-58.5370272, -34.6003785)","FALSE","175000","168.93","5468.75","5.28","6034.48","5.83","29","12","06840010","Sáenz Peña","Sáenz Peña","Este","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"713","2024-05-02T00:00:00Z","2024-04-29T09:54:36Z","2024-07-28T00:00:00Z","Inmobiliaria","Alquiler","32","29","0","1",NA,"Departamento","ARG","175000","175000","1847795243","2024-05","1184.43","c(-58.5370272, -34.6003785)","FALSE","175000","147.75","5468.75","4.62","6034.48","5.09","29","12","06840010","Sáenz Peña","Sáenz Peña","Este","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"714","2024-04-29T00:00:00Z","2024-04-29 09:15:07","2024-07-28 00:00:00","Inmobiliaria","Alquiler","43","43","1","2",NA,"Departamento","ARG","280000","280000","1847818871","2024-04","1035.92","c(-58.5832318, -34.5855357)","FALSE","280000","270.29","6511.63","6.29","6511.63","6.29","22","14","06840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"715","2024-05-30T00:00:00Z","2024-04-29T09:15:07Z","2024-08-22T00:00:00Z","Inmobiliaria","Alquiler","43","43","1","2",NA,"Departamento","ARG","250000","250000","1847818871","2024-05","1184.43","c(-58.5832318, -34.5855357)","FALSE","250000","211.07","5813.95","4.91","5813.95","4.91","22","14","06840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"716","2023-11-29T00:00:00Z","2023-09-20T00:37:27Z","2023-12-18T00:00:00Z","Inmobiliaria","Alquiler","586","206","6","7",NA,"Casa","DOL","1200","431400","2024487993","2023-11","882.79","c(-58.570157, -34.5937226)","TRUE","1059348","1200","1807.76","2.05","5142.47","5.83","22","14","6840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"717","2023-12-16T00:00:00Z","2023-09-20T00:37:27Z","2023-12-18T00:00:00Z","Inmobiliaria","Alquiler","586","206","6","7",NA,"Casa","DOL","1200","961320","2024487993","2023-12","965.59","c(-58.570157, -34.5937226)","TRUE","1158708","1200","1977.32","2.05","5624.8","5.83","22","14","6840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"718","2023-11-29T00:00:00Z","2023-09-21T16:53:06Z","2023-12-20T00:00:00Z","Inmobiliaria","Alquiler","30","30","0","0",NA,"Departamento","ARG","150000","150000","2029544789","2023-11","882.79","c(-58.5588265, -34.6085854)","FALSE","150000","169.92","5000","5.66","5000","5.66","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"719","2023-12-08T00:00:00Z","2023-09-21T16:53:06Z","2023-12-20T00:00:00Z","Inmobiliaria","Alquiler","30","30","0","0",NA,"Departamento","ARG","150000","150000","2029544789","2023-12","965.59","c(-58.5588265, -34.6085854)","FALSE","150000","155.35","5000","5.18","5000","5.18","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"720","2023-11-29T00:00:00Z","2023-09-27T08:57:04Z","2023-12-26T00:00:00Z","Inmobiliaria","Alquiler","35","35","1","2",NA,"Departamento","ARG","140000","140000","2041173393","2023-11","882.79","c(-58.5576172, -34.5936852)","FALSE","140000","158.59","4000","4.53","4000","4.53","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"721","2023-12-10T00:00:00Z","2023-09-27T08:57:04Z","2023-12-26T00:00:00Z","Inmobiliaria","Alquiler","35","35","1","2",NA,"Departamento","ARG","140000","140000","2041173393","2023-12","965.59","c(-58.5576172, -34.5936852)","FALSE","140000","144.99","4000","4.14","4000","4.14","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"722","2023-11-29T00:00:00Z","2023-10-19T09:19:11Z","2024-01-17T00:00:00Z","Inmobiliaria","Alquiler","313","313","4","5",NA,"Casa","ARG","680000","680000","2081956705","2023-11","882.79","c(-58.5866743, -34.5772573)","FALSE","680000","770.29","2172.52","2.46","2172.52","2.46","22","14","6840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"723","2023-12-18T00:00:00Z","2023-10-19T09:19:11Z","2024-01-17T00:00:00Z","Inmobiliaria","Alquiler","313","313","4","5",NA,"Casa","ARG","680000","680000","2081956705","2023-12","965.59","c(-58.5866743, -34.5772573)","FALSE","680000","704.23","2172.52","2.25","2172.52","2.25","22","14","6840010","Villa Bosch","Villa Bosch","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"724","2023-11-29T00:00:00Z","2023-10-23T11:01:05Z","2024-01-22T06:16:26Z","Inmobiliaria","Alquiler","42","42","1","2",NA,"Departamento","ARG","190000","190000","2087761817","2023-11","882.79","c(-58.5494218, -34.5998706)","FALSE","190000","215.23","4523.81","5.12","4523.81","5.12","21","13","6840010","Santos Lugares","Santos Lugares","General Paz","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"725","2023-12-11T00:00:00Z","2023-10-23T11:01:05Z","2024-01-22T16:20:54Z","Inmobiliaria","Alquiler","42","42","1","2",NA,"Departamento","ARG","190000","190000","2087761817","2023-12","965.59","c(-58.5494218, -34.5998706)","FALSE","190000","196.77","4523.81","4.69","4523.81","4.69","21","13","6840010","Santos Lugares","Santos Lugares","General Paz","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"726","2023-11-29T00:00:00Z","2023-10-27T13:12:41Z","2024-01-25T00:00:00Z","Inmobiliaria","Alquiler","48","48","1","2",NA,"Departamento","ARG","180000","180000","2097436077","2023-11","882.79","c(-58.5306817, -34.6332833)","FALSE","180000","203.9","3750","4.25","3750","4.25","30","4","6840010","Ciudadela","Ciudadela","Sur","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"727","2023-12-06T00:00:00Z","2023-10-27T13:12:41Z","2024-01-25T00:00:00Z","Inmobiliaria","Alquiler","48","48","1","2",NA,"Departamento","ARG","180000","180000","2097436077","2023-12","965.59","c(-58.5306817, -34.6332833)","FALSE","180000","186.41","3750","3.88","3750","3.88","30","4","6840010","Ciudadela","Ciudadela","Sur","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"728","2023-11-21T00:00:00Z","2023-10-31T10:30:01Z","2024-02-16T00:00:00Z","Inmobiliaria","Alquiler","72","40","1","2",NA,"Departamento","ARG","170000","170000","2103480945","2023-11","882.79","c(-58.5597305, -34.6228409)","FALSE","170000","192.57","2361.11","2.67","4250","4.81","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"729","2023-12-11T00:00:00Z","2023-10-31T10:30:01Z","2024-02-23T00:00:00Z","Inmobiliaria","Alquiler","72","40","1","2",NA,"Departamento","ARG","170000","170000","2103480945","2023-12","965.59","c(-58.5597305, -34.6228409)","FALSE","170000","176.06","2361.11","2.45","4250","4.4","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"730","2023-11-29T00:00:00Z","2023-10-31T15:49:23Z","2024-01-29T00:00:00Z","Inmobiliaria","Alquiler","35","35","1","2",NA,"Departamento","ARG","140000","140000","2104547025","2023-11","882.79","c(-58.5577313, -34.5936726)","FALSE","140000","158.59","4000","4.53","4000","4.53","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"731","2023-12-10T00:00:00Z","2023-10-31T15:49:23Z","2024-01-29T00:00:00Z","Inmobiliaria","Alquiler","35","35","1","2",NA,"Departamento","ARG","140000","140000","2104547025","2023-12","965.59","c(-58.5577313, -34.5936726)","FALSE","140000","144.99","4000","4.14","4000","4.14","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"732","2023-11-29T00:00:00Z","2023-11-08T08:26:04Z","2024-02-06T00:00:00Z","Inmobiliaria","Alquiler","80","60","2","3",NA,"Departamento","ARG","65000","65000","2118045041","2023-11","882.79","c(-58.5727679, -34.6117065)","FALSE","65000","73.63","812.5","0.92","1083.33","1.23","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"733","2023-12-10T00:00:00Z","2023-11-08T08:26:04Z","2024-02-06T00:00:00Z","Inmobiliaria","Alquiler","80","60","2","3",NA,"Departamento","ARG","65000","65000","2118045041","2023-12","965.59","c(-58.5727679, -34.6117065)","FALSE","65000","67.32","812.5","0.84","1083.33","1.12","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"734","2023-11-29T00:00:00Z","2023-11-09T06:39:17Z","2024-02-07T00:00:00Z","Inmobiliaria","Alquiler","42","40","1","2",NA,"Departamento","ARG","180000","180000","2119667245","2023-11","882.79","c(-58.5378494, -34.6412201)","FALSE","180000","203.9","4285.71","4.85","4500","5.1","30","4","6840010","Ciudadela","Ciudadela","Sur","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"735","2023-12-28T00:00:00Z","2023-11-09T06:39:17Z","2024-02-07T00:08:43Z","Inmobiliaria","Alquiler","42","40","1","2",NA,"Departamento","ARG","180000","180000","2119667245","2023-12","965.59","c(-58.5378494, -34.6412201)","FALSE","180000","186.41","4285.71","4.44","4500","4.66","30","4","6840010","Ciudadela","Ciudadela","Sur","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"736","2023-11-29T00:00:00Z","2023-11-11T10:19:12Z","2024-02-09T00:00:00Z","Inmobiliaria","Alquiler","45","45","1","2",NA,"Departamento","ARG","150000","150000","2124791761","2023-11","882.79","c(-58.5427411, -34.6380474)","FALSE","150000","169.92","3333.33","3.78","3333.33","3.78","30","4","6840010","Ciudadela","Ciudadela","Sur","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"737","2023-12-20T00:00:00Z","2023-11-11T10:19:12Z","2024-02-09T00:00:00Z","Inmobiliaria","Alquiler","45","45","1","2",NA,"Departamento","ARG","150000","150000","2124791761","2023-12","965.59","c(-58.5427411, -34.6380474)","FALSE","150000","155.35","3333.33","3.45","3333.33","3.45","30","4","6840010","Ciudadela","Ciudadela","Sur","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"738","2023-11-20T00:00:00Z","2023-11-13T17:03:46Z","2024-02-11T00:00:00Z","Inmobiliaria","Alquiler","30","30","1","2",NA,"Departamento","ARG","130000","130000","2128129645","2023-11","882.79","c(-58.5901693, -34.5883275)","FALSE","130000","147.26","4333.33","4.91","4333.33","4.91","20","8","6840010","Martín Coronado","Martín Coronado","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"739","2023-12-31T00:00:00Z","2023-11-13T17:03:46Z","2024-02-11T00:00:00Z","Inmobiliaria","Alquiler","30","30","1","2",NA,"Departamento","ARG","150000","150000","2128129645","2023-12","965.59","c(-58.5901693, -34.5883275)","FALSE","150000","155.35","5000","5.18","5000","5.18","20","8","6840010","Martín Coronado","Martín Coronado","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"740","2024-01-07T00:00:00Z","2023-11-13T00:00:00Z","2024-02-11T00:00:00Z","Inmobiliaria","Alquiler","30","30","1","2",NA,"Departamento","ARG","150000","150000","2128129645","2024-01","1153.54","c(-58.5901693, -34.5883275)","FALSE","150000","130.03","5000","4.33","5000","4.33","20","8","6840010","Martín Coronado","Martín Coronado","Centro","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"741","2023-11-29T00:00:00Z","2023-11-16T10:48:47Z","2024-02-14T00:00:00Z","Inmobiliaria","Alquiler","25","25","1","2",NA,"Departamento","ARG","80000","80000","2134786729","2023-11","882.79","c(-58.6033664, -34.5648047)","FALSE","80000","90.62","3200","3.62","3200","3.62","26","7","6840010","Loma Hermosa","Norte","Norte","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"742","2023-12-31T00:00:00Z","2023-11-16T10:48:47Z","2024-02-14T00:00:00Z","Inmobiliaria","Alquiler","25","25","1","2",NA,"Departamento","ARG","80000","80000","2134786729","2023-12","965.59","c(-58.6033664, -34.5648047)","FALSE","80000","82.85","3200","3.31","3200","3.31","26","7","6840010","Loma Hermosa","Norte","Norte","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"743","2024-01-11T00:00:00Z","2023-11-16T00:00:00Z","2024-02-14T00:00:00Z","Inmobiliaria","Alquiler","25","25","1","2",NA,"Departamento","ARG","80000","80000","2134786729","2024-01","1153.54","c(-58.6033664, -34.5648047)","FALSE","80000","69.35","3200","2.77","3200","2.77","26","7","6840010","Loma Hermosa","Norte","Norte","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"744","2023-11-29T00:00:00Z","2023-11-17T11:08:02Z","2024-02-15T00:00:00Z","Inmobiliaria","Alquiler","49","42","1","2",NA,"Departamento","ARG","210000","210000","2136314133","2023-11","882.79","c(-58.5607224, -34.6071816)","FALSE","210000","237.88","4285.71","4.85","5000","5.66","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"745","2023-12-06T00:00:00Z","2023-11-17T11:08:02Z","2024-02-15T00:00:00Z","Inmobiliaria","Alquiler","49","42","1","2",NA,"Departamento","ARG","210000","210000","2136314133","2023-12","965.59","c(-58.5607224, -34.6071816)","FALSE","210000","217.48","4285.71","4.44","5000","5.18","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"746","2023-11-29T00:00:00Z","2023-11-17T22:55:56Z","2024-02-15T00:00:00Z","Inmobiliaria","Alquiler","39","35","1","2",NA,"Departamento","ARG","200000","200000","2138460829","2023-11","882.79","c(-58.5610498, -34.6013043)","FALSE","200000","226.55","5128.21","5.81","5714.29","6.47","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"747","2023-12-05T00:00:00Z","2023-11-17T22:55:56Z","2024-02-15T00:00:00Z","Inmobiliaria","Alquiler","39","35","1","2",NA,"Departamento","ARG","200000","200000","2138460829","2023-12","965.59","c(-58.5610498, -34.6013043)","FALSE","200000","207.13","5128.21","5.31","5714.29","5.92","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"748","2023-11-29T00:00:00Z","2023-11-17T22:55:55Z","2024-02-15T00:00:00Z","Inmobiliaria","Alquiler","35","35","1","2",NA,"Departamento","ARG","190000","190000","2138512089","2023-11","882.79","c(-58.5633836, -34.5975999)","FALSE","190000","215.23","5428.57","6.15","5428.57","6.15","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"749","2023-12-10T00:00:00Z","2023-11-17T22:55:55Z","2024-02-15T00:00:00Z","Inmobiliaria","Alquiler","35","35","1","2",NA,"Departamento","ARG","190000","190000","2138512089","2023-12","965.59","c(-58.5633836, -34.5975999)","FALSE","190000","196.77","5428.57","5.62","5428.57","5.62","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"750","2023-11-29T00:00:00Z","2023-11-17T22:56:02Z","2024-02-15T00:00:00Z","Inmobiliaria","Alquiler","41","35","1","2",NA,"Departamento","ARG","200000","200000","2138686157","2023-11","882.79","c(-58.5622216, -34.6090162)","FALSE","200000","226.55","4878.05","5.53","5714.29","6.47","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"751","2023-12-09T00:00:00Z","2023-11-17T22:56:02Z","2024-02-15T00:00:00Z","Inmobiliaria","Alquiler","41","35","1","2",NA,"Departamento","ARG","220000","220000","2138686157","2023-12","965.59","c(-58.5622216, -34.6090162)","FALSE","220000","227.84","5365.85","5.56","6285.71","6.51","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"752","2023-11-29T00:00:00Z","2023-11-17T22:56:00Z","2024-02-15T00:00:00Z","Inmobiliaria","Alquiler","35","32","1","2",NA,"Departamento","ARG","180000","180000","2138763005","2023-11","882.79","c(-58.5593594, -34.6022676)","FALSE","180000","203.9","5142.86","5.83","5625","6.37","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"753","2023-12-03T00:00:00Z","2023-11-17T22:56:00Z","2024-02-15T00:00:00Z","Inmobiliaria","Alquiler","35","32","1","2",NA,"Departamento","ARG","180000","180000","2138763005","2023-12","965.59","c(-58.5593594, -34.6022676)","FALSE","180000","186.41","5142.86","5.33","5625","5.83","18","1","6840010","Caseros","Caseros","Caseros","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"754","2023-11-21T00:00:00Z","2023-11-20T12:21:38Z","2023-12-20T01:32:25Z","Fsbo","Alquiler","35","35","1",NA,NA,"Casa","ARG","140000","140000","2140134737","2023-11","882.79","c(-58.5366895, -34.6367522)","FALSE","140000","158.59","4000","4.53","4000","4.53","30","4","6840010","Ciudadela","Ciudadela","Sur","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
"755","2023-12-19T00:00:00Z","2023-11-20T12:21:38Z","2023-12-20T01:32:25Z","Fsbo","Alquiler","35","35","1",NA,NA,"Casa","ARG","180000","180000","2140134737","2023-12","965.59","c(-58.5366895, -34.6367522)","FALSE","180000","186.41","5142.86","5.33","5142.86","5.33","30","4","6840010","Ciudadela","Ciudadela","Sur","FALSE","FALSE","FALSE","FALSE",NA,NA,NA
